date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Aug 11 2018,2018-08-11,5.292,0.3382556011717145,0.4830322326190737,2.2564301120489247,1.819244104113355,2.3731680316737176,1.2093590411814084,233,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 12 2018,2018-08-12,5.399,0.33562082463836274,0.4727680711862165,2.2558772845661483,1.819244104113355,2.3731680316737176,1.2093590411814084,194,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 13 2018,2018-08-13,5.312,0.33434864451924173,0.45957064580893714,2.2552804452388964,1.819244104113355,2.3731680316737176,1.2093590411814084,209,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 14 2018,2018-08-14,5.279,0.327959900828782,0.4458573686181023,2.254667876044263,1.819244104113355,2.3731680316737176,1.2093590411814084,182,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 15 2018,2018-08-15,5.281,0.32548015812524395,0.4324987552102844,2.254056588266046,1.819244104113355,2.3731680316737176,1.2093590411814084,190,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 16 2018,2018-08-16,5.497,0.32448451781055937,0.42683876609149907,2.25355747382395,1.819244104113355,2.3731680316737176,1.2093590411814084,161,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 17 2018,2018-08-17,5.383,0.3212991605569697,0.41596821269401074,2.252997309415364,1.819244104113355,2.3731680316737176,1.2093590411814084,178,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 18 2018,2018-08-18,5.412,0.31910593672082566,0.40605164731368815,2.252452391630764,1.819244104113355,2.3731680316737176,1.2093590411814084,182,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 19 2018,2018-08-19,5.426,0.31582428003871077,0.3965445660931194,2.2519149868958106,1.819244104113355,2.3731680316737176,1.2093590411814084,189,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 20 2018,2018-08-20,5.551,0.31410583910653544,0.3923187977757131,2.251446581167009,1.819244104113355,2.3731680316737176,1.2093590411814084,166,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 21 2018,2018-08-21,5.449,0.30698151503732923,0.38296093532889197,2.250921557155129,1.819244104113355,2.3731680316737176,1.2093590411814084,160,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 22 2018,2018-08-22,5.631,0.3030813194619525,0.3821084242113288,2.2505000222741836,1.819244104113355,2.3731680316737176,1.2093590411814084,170,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 23 2018,2018-08-23,5.685,0.2981579925235091,0.3832077485128808,2.250111226765215,1.819244104113355,2.3731680316737176,1.2093590411814084,160,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 24 2018,2018-08-24,5.646,0.28550866886996984,0.38026568531183685,2.249698272948078,1.819244104113355,2.3731680316737176,1.2093590411814084,170,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 25 2018,2018-08-25,5.739,0.2742650471566808,0.381882819925244,2.249342824388516,1.819244104113355,2.3731680316737176,1.2093590411814084,159,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 26 2018,2018-08-26,5.714,0.25855862404659435,0.38014015540192253,2.2489711827688263,1.819244104113355,2.3731680316737176,1.2093590411814084,179,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 27 2018,2018-08-27,5.765,0.24359822772677756,0.3802116238171153,2.2486316307655545,1.819244104113355,2.3731680316737176,1.2093590411814084,165,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 28 2018,2018-08-28,5.568,0.21798034552313608,0.3700613682311163,2.2481717539573243,1.819244104113355,2.3731680316737176,1.2093590411814084,168,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 29 2018,2018-08-29,5.49,0.20240750974186497,0.35843982448793354,2.2476682600726536,1.819244104113355,2.3731680316737176,1.2093590411814084,184,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 30 2018,2018-08-30,5.372,0.19113968232897838,0.3468757505733044,2.247103211530881,1.819244104113355,2.3731680316737176,1.2093590411814084,227,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 31 2018,2018-08-31,5.44,0.1815193982854898,0.3355572578194686,2.246573210219366,1.819244104113355,2.3731680316737176,1.2093590411814084,193,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 01 2018,2018-09-01,5.547,0.15849963196561925,0.3261807105550252,2.246101437012476,1.819244104113355,2.3731680316737176,1.2093590411814084,228,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 02 2018,2018-09-02,5.548,0.15201421969147896,0.3169736832619937,2.245630181338705,1.819244104113355,2.3731680316737176,1.2093590411814084,201,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 03 2018,2018-09-03,5.626,0.15077184178673927,0.31034575930604247,2.245203746125756,1.819244104113355,2.3731680316737176,1.2093590411814084,179,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 04 2018,2018-09-04,5.575,0.14701890174793109,0.30190663771284354,2.2447476013079792,1.819244104113355,2.3731680316737176,1.2093590411814084,179,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 05 2018,2018-09-05,5.573,0.1466407134818915,0.29351891546506764,2.2442902347632607,1.819244104113355,2.3731680316737176,1.2093590411814084,178,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 06 2018,2018-09-06,5.706,0.1479218533974854,0.2903894637512182,2.243911472805674,1.819244104113355,2.3731680316737176,1.2093590411814084,168,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 07 2018,2018-09-07,6.066,0.17179654165332162,0.3170525399060815,2.243776928597826,1.819244104113355,2.3731680316737176,1.2093590411814084,194,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 08 2018,2018-09-08,6.15,0.20538276293362237,0.345237313483848,2.2437050034176855,1.819244104113355,2.3731680316737176,1.2093590411814084,214,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 09 2018,2018-09-09,6.029,0.22210065285789649,0.3541937572539424,2.243541116081935,1.819244104113355,2.3731680316737176,1.2093590411814084,209,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 10 2018,2018-09-10,6.039,0.23134309496094957,0.3607347031496459,2.2433835814956993,1.819244104113355,2.3731680316737176,1.2093590411814084,176,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 11 2018,2018-09-11,5.982,0.2385463857634899,0.3606953117425278,2.243184089550981,1.819244104113355,2.3731680316737176,1.2093590411814084,181,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 12 2018,2018-09-12,5.868,0.23569218431469216,0.3535055571084165,2.242905375437012,1.819244104113355,2.3731680316737176,1.2093590411814084,169,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 13 2018,2018-09-13,6.168,0.24514266078721528,0.36521350986499074,2.2428420581315103,1.819244104113355,2.3731680316737176,1.2093590411814084,176,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 14 2018,2018-09-14,6.183,0.2517486339834808,0.3743119713577301,2.2427891256184496,1.819244104113355,2.3731680316737176,1.2093590411814084,203,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 15 2018,2018-09-15,6.039,0.2565069513519255,0.3707393171760025,2.2426268128490916,1.819244104113355,2.3731680316737176,1.2093590411814084,241,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 16 2018,2018-09-16,6.221,0.2648976293266775,0.37818527805779173,2.242601237318774,1.819244104113355,2.3731680316737176,1.2093590411814084,197,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 17 2018,2018-09-17,6.155,0.2678647990584395,0.3781545813446664,2.242523103563837,1.819244104113355,2.3731680316737176,1.2093590411814084,175,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 18 2018,2018-09-18,6.147,0.26874047644161575,0.37613167278439635,2.24243769304082,1.819244104113355,2.3731680316737176,1.2093590411814084,159,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 19 2018,2018-09-19,6.106,0.2708814072274342,0.37082225028760946,2.2423203079101297,1.819244104113355,2.3731680316737176,1.2093590411814084,146,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 20 2018,2018-09-20,6.183,0.27052611363937784,0.3689321844869435,2.2422601385694385,1.819244104113355,2.3731680316737176,1.2093590411814084,171,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 21 2018,2018-09-21,6.249,0.27811328420354336,0.36987715541370303,2.2422502811220872,1.819244104113355,2.3731680316737176,1.2093590411814084,181,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 22 2018,2018-09-22,6.381,0.2923145546333283,0.378648411063209,2.242346597300431,1.819244104113355,2.3731680316737176,1.2093590411814084,257,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 23 2018,2018-09-23,6.322,0.29994223390190894,0.3799867233699805,2.24239242080536,1.819244104113355,2.3731680316737176,1.2093590411814084,251,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 24 2018,2018-09-24,6.382,0.31093389917324726,0.3835682362978567,2.2424861994339644,1.819244104113355,2.3731680316737176,1.2093590411814084,204,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 25 2018,2018-09-25,6.297,0.31580839709872777,0.37982513517105626,2.2425085986070177,1.819244104113355,2.3731680316737176,1.2093590411814084,174,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 26 2018,2018-09-26,6.525,0.3314453908660427,0.390759719328596,2.2427218391465393,1.819244104113355,2.3731680316737176,1.2093590411814084,163,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 27 2018,2018-09-27,6.504,0.33683851480698956,0.3963348883097222,2.2429145203431182,1.819244104113355,2.3731680316737176,1.2093590411814084,149,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 28 2018,2018-09-28,6.6,0.3403129070613561,0.4066192469424583,2.243190645460735,1.819244104113355,2.3731680316737176,1.2093590411814084,166,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 29 2018,2018-09-29,6.692,0.3372540926192203,0.42086700351237827,2.2435492818618594,1.819244104113355,2.3731680316737176,1.2093590411814084,177,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 30 2018,2018-09-30,6.481,0.32271902301537814,0.4163550935611969,2.2437155373682414,1.819244104113355,2.3731680316737176,1.2093590411814084,217,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 01 2018,2018-10-01,6.496,0.31180800348033283,0.41169153199695413,2.2438928045314674,1.819244104113355,2.3731680316737176,1.2093590411814084,173,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 02 2018,2018-10-02,6.693,0.3064843961075019,0.41864892440387774,2.244245267375954,1.819244104113355,2.3731680316737176,1.2093590411814084,124,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 03 2018,2018-10-03,6.675,0.3007358427696073,0.4213274258212573,2.2445784384082113,1.819244104113355,2.3731680316737176,1.2093590411814084,175,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 04 2018,2018-10-04,6.91,0.30135005802417564,0.44064558031186185,2.245136044164525,1.819244104113355,2.3731680316737176,1.2093590411814084,151,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 05 2018,2018-10-05,6.781,0.286633371495858,0.4440330957702348,2.2455636241656176,1.819244104113355,2.3731680316737176,1.2093590411814084,181,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 06 2018,2018-10-06,6.659,0.270788590822159,0.43801082542635145,2.245874095628302,1.819244104113355,2.3731680316737176,1.2093590411814084,173,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 07 2018,2018-10-07,6.739,0.2757579398298823,0.43540540416355383,2.246256385003531,1.819244104113355,2.3731680316737176,1.2093590411814084,168,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 08 2018,2018-10-08,6.736,0.28141795317237117,0.43133191642961827,2.246633199715097,1.819244104113355,2.3731680316737176,1.2093590411814084,171,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 09 2018,2018-10-09,6.836,0.28576654123928696,0.4320218770551856,2.2471028798433337,1.819244104113355,2.3731680316737176,1.2093590411814084,143,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 10 2018,2018-10-10,6.803,0.28637741555130075,0.42890943266758236,2.247537759055363,1.819244104113355,2.3731680316737176,1.2093590411814084,166,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 11 2018,2018-10-11,6.918,0.28719897584087867,0.43164236822013385,2.2480822266105207,1.819244104113355,2.3731680316737176,1.2093590411814084,144,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 12 2018,2018-10-12,6.965,0.27917313047913705,0.4353132783099414,2.2486706619935237,1.819244104113355,2.3731680316737176,1.2093590411814084,162,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 13 2018,2018-10-13,6.945,0.2838069624831909,0.43525692262532995,2.249235585522977,1.819244104113355,2.3731680316737176,1.2093590411814084,166,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 14 2018,2018-10-14,6.99,0.28888791924372703,0.4362683384592333,2.249842643022083,1.819244104113355,2.3731680316737176,1.2093590411814084,160,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 15 2018,2018-10-15,7.026,0.28513876637852503,0.4376366755387197,2.2504830391748576,1.819244104113355,2.3731680316737176,1.2093590411814084,135,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 16 2018,2018-10-16,7.072,0.29041574638273293,0.4399890066224979,2.251167436901462,1.819244104113355,2.3731680316737176,1.2093590411814084,143,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 17 2018,2018-10-17,6.929,0.2829838466612152,0.4323996681465734,2.2517029541719844,1.819244104113355,2.3731680316737176,1.2093590411814084,115,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 18 2018,2018-10-18,6.828,0.2695030782668658,0.420788050538953,2.2521372191148314,1.819244104113355,2.3731680316737176,1.2093590411814084,128,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 19 2018,2018-10-19,6.888,0.2515485488205161,0.41116027052254767,2.252626420206736,1.819244104113355,2.3731680316737176,1.2093590411814084,152,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 20 2018,2018-10-20,6.706,0.23311325253117166,0.3977818648873414,2.2529416201621966,1.819244104113355,2.3731680316737176,1.2093590411814084,158,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 21 2018,2018-10-21,6.695,0.2169596180444274,0.38478058078862826,2.253244478153695,1.819244104113355,2.3731680316737176,1.2093590411814084,150,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 22 2018,2018-10-22,6.564,0.20967205098780378,0.37315916840283914,2.253429877303145,1.819244104113355,2.3731680316737176,1.2093590411814084,145,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 23 2018,2018-10-23,6.631,0.19652750969999241,0.3610276260682791,2.2536713650685445,1.819244104113355,2.3731680316737176,1.2093590411814084,138,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 24 2018,2018-10-24,6.49,0.19079694929946886,0.35187853930613766,2.25379057092133,1.819244104113355,2.3731680316737176,1.2093590411814084,155,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 25 2018,2018-10-25,6.688,0.17224122685872964,0.3404531943150439,2.2540784339984286,1.819244104113355,2.3731680316737176,1.2093590411814084,142,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 26 2018,2018-10-26,6.288,0.18761092044755698,0.3418115960785256,2.254034257896577,1.819244104113355,2.3731680316737176,1.2093590411814084,137,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 27 2018,2018-10-27,6.329,0.1976821464735697,0.33911708209448743,2.254020087778984,1.819244104113355,2.3731680316737176,1.2093590411814084,154,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 28 2018,2018-10-28,6.221,0.21770966641490597,0.34221777039342405,2.253923731602347,1.819244104113355,2.3731680316737176,1.2093590411814084,161,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 29 2018,2018-10-29,6.136,0.24263196669911918,0.34961376023796925,2.253765572891063,1.819244104113355,2.3731680316737176,1.2093590411814084,175,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 30 2018,2018-10-30,5.776,0.29372937149368505,0.3904758844554538,2.2533770906014547,1.819244104113355,2.3731680316737176,1.2093590411814084,174,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 31 2018,2018-10-31,5.777,0.335640174050568,0.4194160065637229,2.2529889712274835,1.819244104113355,2.3731680316737176,1.2093590411814084,176,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 01 2018,2018-11-01,6.033,0.35427592337748703,0.4194535809560683,2.2527589149592395,1.819244104113355,2.3731680316737176,1.2093590411814084,173,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 02 2018,2018-11-02,6.286,0.3598166918363452,0.40734303557936513,2.2527064173005735,1.819244104113355,2.3731680316737176,1.2093590411814084,157,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
